beat_timing,generate_A_type,A_generate_side,A_generate_amount,generate_B_type,B_generate_side,B_generate_amount,,,,,,,
86 ,TRUE,1,1,false,,,,,,,,,
87 ,TRUE,2,1,false,,,,,,,,,
88 ,TRUE,3,1,false,,,,,,,,,
89 ,TRUE,4,1,false,,,,,,,,,
90 ,TRUE,1,1,false,,,,,,,,,
91 ,TRUE,2,1,false,,,,,,,,,
92 ,TRUE,3,1,false,,,,,,,,,
93 ,TRUE,4,1,false,,,,,,,,,
94 ,TRUE,1,1,false,,,,,,,,,
95 ,TRUE,2,1,false,,,,,,,,,
96 ,TRUE,3,1,false,,,,,,,,,
97 ,TRUE,4,1,false,,,,,,,,,
98 ,TRUE,1,1,false,,,,,,,,,
99 ,TRUE,2,1,false,,,,,,,,,
100 ,TRUE,3,1,false,,,,,,,,,
101 ,TRUE,4,1,false,,,,,,,,,
102 ,TRUE,1,1,false,,,,,,,,,
103 ,TRUE,2,1,false,,,,,,,,,
104 ,TRUE,3,1,false,,,,,,,,,
105 ,TRUE,4,1,false,,,,,,,,,
106 ,TRUE,1,1,false,,,,,,,,,
107 ,TRUE,2,1,false,,,,,,,,,
108 ,TRUE,3,1,false,,,,,,,,,
109 ,TRUE,4,1,false,,,,,,,,,
110 ,TRUE,1,1,false,,,,,,,,,
111 ,TRUE,2,1,false,,,,,,,,,
112 ,TRUE,3,1,false,,,,,,,,,
113 ,TRUE,4,1,false,,,,,,,,,
114 ,TRUE,1,1,false,,,,,,,,,
115 ,TRUE,2,1,false,,,,,,,,,
116 ,TRUE,3,1,false,,,,,,,,,
117 ,TRUE,4,1,false,,,,,,,,,
118 ,TRUE,1,1,false,,,,,,,,,
119 ,TRUE,2,1,false,,,,,,,,,
120 ,TRUE,3,1,false,,,,,,,,,
121 ,TRUE,4,1,false,,,,,,,,,
122 ,TRUE,1,1,false,,,,,,,,,
123 ,TRUE,2,1,false,,,,,,,,,
124 ,TRUE,3,1,false,,,,,,,,,
125 ,TRUE,4,1,false,,,,,,,,,
126 ,TRUE,1,1,false,,,,,,,,,
127 ,TRUE,2,1,false,,,,,,,,,
128 ,TRUE,3,1,false,,,,,,,,,
129 ,TRUE,4,1,false,,,,,,,,,
130 ,TRUE,1,1,TRUE,1234,1,,,,,,,
131 ,TRUE,2,1,false,,,,,,,,,
132 ,TRUE,3,1,false,,,,,,,,,
133 ,TRUE,4,1,false,,,,,,,,,
134 ,TRUE,1,1,false,,,,,,,,,
135 ,TRUE,2,1,false,,,,,,,,,
136 ,TRUE,3,1,false,,,,,,,,,
137 ,TRUE,4,1,false,,,,,,,,,
138 ,TRUE,1,1,false,,,,,,,,,
139 ,TRUE,2,1,false,,,,,,,,,
140 ,TRUE,3,1,false,,,,,,,,,
141 ,TRUE,4,1,false,,,,,,,,,
142 ,TRUE,1,1,TRUE,1234,1,,,,,,,
143 ,TRUE,2,1,false,,,,,,,,,
144 ,TRUE,3,1,false,,,,,,,,,
145 ,TRUE,4,1,false,,,,,,,,,
146 ,TRUE,1,1,TRUE,1234,1,,,,,,,
147 ,TRUE,2,1,false,,,,,,,,,
148 ,TRUE,3,1,false,,,,,,,,,
149 ,TRUE,4,1,false,,,,,,,,,
150 ,TRUE,1,1,false,,,,,,,,,
151 ,TRUE,2,1,false,,,,,,,,,
152 ,TRUE,3,1,false,,,,,,,,,
153 ,TRUE,4,1,false,,,,,,,,,
154 ,TRUE,1,1,false,,,,,,,,,
155 ,TRUE,2,1,false,,,,,,,,,
156 ,TRUE,3,1,false,,,,,,,,,
157 ,TRUE,4,1,false,,,,,,,,,
158 ,TRUE,1,1,false,,,,,,,,,
159 ,TRUE,2,1,false,,,,,,,,,
160 ,TRUE,3,1,false,,,,,,,,,
161 ,TRUE,4,1,false,,,,,,,,,
162 ,TRUE,1,1,false,,,,,,,,,
163 ,TRUE,2,1,false,,,,,,,,,
164 ,TRUE,3,1,false,,,,,,,,,
165 ,TRUE,4,1,TRUE,1234,1,,,,,,,
166 ,TRUE,1,1,false,,,,,,,,,
167 ,TRUE,2,1,false,,,,,,,,,
168 ,TRUE,3,1,false,,,,,,,,,
169 ,TRUE,4,1,false,,,,,,,,,
170 ,TRUE,1,1,false,,,,,,,,,
171 ,TRUE,2,1,false,,,,,,,,,
172 ,TRUE,3,1,false,,,,,,,,,
173 ,TRUE,4,1,false,,,,,,,,,
174 ,TRUE,1,1,false,,,,,,,,,
175 ,TRUE,2,1,false,,,,,,,,,
176 ,TRUE,3,1,false,,,,,,,,,
177 ,TRUE,4,1,false,,,,,,,,,
178 ,TRUE,1,1,false,,,,,,,,,
179 ,TRUE,2,1,false,,,,,,,,,
180 ,TRUE,3,1,false,,,,,,,,,
181 ,TRUE,4,1,false,,,,,,,,,
182 ,TRUE,1,1,false,,,,,,,,,
183 ,TRUE,2,1,false,,,,,,,,,
184 ,TRUE,3,1,false,,,,,,,,,
185 ,TRUE,4,1,false,,,,,,,,,
186 ,TRUE,1,1,false,,,,,,,,,
187 ,TRUE,2,1,false,,,,,,,,,
188 ,TRUE,3,1,false,,,,,,,,,
189 ,TRUE,4,1,false,,,,,,,,,
190 ,TRUE,1,1,false,,,,,,,,,
191 ,TRUE,2,1,false,,,,,,,,,
192 ,TRUE,3,1,false,,,,,,,,,
193 ,TRUE,4,1,false,,,,,,,,,
194 ,false,,,false,,,,,,,,,
195 ,false,,,TRUE,1,1,,,,,,,
196 ,false,,,TRUE,2,1,,,,,,,
197 ,false,,,TRUE,3,1,,,,,,,
198 ,false,,,TRUE,4,1,,,,,,,
199 ,false,,,false,,,,,,,,,
200 ,false,,,false,,,,,,,,,
201 ,false,,,false,,,,,,,,,
202 ,false,,,false,,,,,,,,,
203 ,false,,,TRUE,1,1,,,,,,,
204 ,false,,,TRUE,2,1,,,,,,,
205 ,false,,,TRUE,3,1,,,,,,,
206 ,false,,,TRUE,4,1,,,,,,,
207 ,false,,,false,,,,,,,,,
208 ,false,,,false,,,,,,,,,
209 ,false,,,false,,,,,,,,,
210 ,false,,,false,,,,,,,,,
211 ,false,,,TRUE,1,1,,,,,,,
212 ,false,,,TRUE,2,1,,,,,,,
213 ,false,,,TRUE,3,1,,,,,,,
214 ,false,,,TRUE,4,1,,,,,,,
215 ,false,,,false,,,,,,,,,
216 ,false,,,false,,,,,,,,,
217 ,false,,,false,,,,,,,,,
218 ,false,,,false,,,,,,,,,
219 ,false,,,TRUE,1,1,,,,,,,
220 ,false,,,TRUE,2,1,,,,,,,
221 ,false,,,TRUE,3,1,,,,,,,
222 ,false,,,TRUE,4,1,,,,,,,
223 ,false,,,false,,,,,,,,,
224 ,false,,,false,,,,,,,,,
225 ,false,,,false,,,,,,,,,
226 ,false,,,false,,,,,,,,,
227 ,false,,,TRUE,1,1,,,,,,,
228 ,false,,,TRUE,2,1,,,,,,,
229 ,false,,,TRUE,3,1,,,,,,,
230 ,false,,,TRUE,4,1,,,,,,,
231 ,false,,,false,,,,,,,,,
232 ,false,,,false,,,,,,,,,
233 ,false,,,false,,,,,,,,,
234 ,false,,,false,,,,,,,,,
235 ,false,,,false,,,,,,,,,
236 ,false,,,false,,,,,,,,,
237 ,false,,,false,,,,,,,,,
238 ,false,,,false,,,,,,,,,
239 ,false,,,false,,,,,,,,,
240 ,false,,,false,,,,,,,,,
241 ,false,,,false,,,,,,,,,
242 ,false,,,false,,,,,,,,,
243 ,false,,,false,,,,,,,,,
244 ,TRUE,1,1,false,,,,,,,,,
245 ,TRUE,2,1,false,,,,,,,,,
246 ,TRUE,3,1,false,,,,,,,,,
247 ,TRUE,4,1,false,,,,,,,,,
248 ,TRUE,1,1,TRUE,1234,1,,,,,,,
249 ,TRUE,2,1,false,,,,,,,,,
250 ,TRUE,3,1,false,,,,,,,,,
251 ,TRUE,4,1,false,,,,,,,,,
252 ,TRUE,1,1,false,,,,,,,,,
253 ,TRUE,2,1,false,,,,,,,,,
254 ,TRUE,3,1,false,,,,,,,,,
255 ,TRUE,4,1,false,,,,,,,,,
256 ,TRUE,1,1,false,,,,,,,,,
257 ,TRUE,2,1,false,,,,,,,,,
258 ,TRUE,3,1,false,,,,,,,,,
259 ,TRUE,4,1,false,,,,,,,,,
260 ,TRUE,1,1,false,,,,,,,,,
261 ,TRUE,2,1,false,,,,,,,,,
262 ,TRUE,3,1,false,,,,,,,,,
263 ,TRUE,4,1,false,,,,,,,,,
264 ,TRUE,1,1,false,,,,,,,,,
265 ,TRUE,2,1,false,,,,,,,,,
266 ,TRUE,3,1,TRUE,1234,1,,,,,,,
267 ,TRUE,4,1,false,,,,,,,,,
268 ,TRUE,1,1,false,,,,,,,,,
269 ,TRUE,2,1,false,,,,,,,,,
270 ,TRUE,3,1,false,,,,,,,,,
271 ,TRUE,4,1,false,,,,,,,,,
272 ,TRUE,1,1,false,,,,,,,,,
273 ,TRUE,2,1,false,,,,,,,,,
274 ,TRUE,3,1,false,,,,,,,,,
275 ,TRUE,4,1,false,,,,,,,,,
276 ,TRUE,1,1,false,,,,,,,,,
277 ,TRUE,2,1,false,,,,,,,,,
278 ,TRUE,3,1,false,,,,,,,,,
279 ,TRUE,4,1,false,,,,,,,,,
280 ,TRUE,1,1,false,,,,,,,,,
281 ,TRUE,2,1,false,,,,,,,,,
282 ,TRUE,3,1,false,,,,,,,,,
283 ,TRUE,4,1,false,,,,,,,,,
284 ,TRUE,1,1,false,,,,,,,,,
285 ,TRUE,2,1,false,,,,,,,,,
286 ,TRUE,3,1,false,,,,,,,,,
287 ,TRUE,4,1,false,,,,,,,,,
288 ,TRUE,1,1,false,,,,,,,,,
289 ,TRUE,2,1,false,,,,,,,,,
290 ,TRUE,3,1,false,,,,,,,,,
291 ,TRUE,4,1,false,,,,,,,,,
292 ,TRUE,1,1,false,,,,,,,,,
293 ,TRUE,2,1,false,,,,,,,,,
294 ,TRUE,3,1,false,,,,,,,,,
295 ,TRUE,4,1,false,,,,,,,,,
296 ,TRUE,1,1,false,,,,,,,,,
297 ,TRUE,2,1,false,,,,,,,,,
298 ,TRUE,3,1,false,,,,,,,,,
299 ,TRUE,4,1,false,,,,,,,,,
300 ,TRUE,1,1,false,,,,,,,,,
301 ,TRUE,2,1,false,,,,,,,,,
302 ,TRUE,3,1,false,,,,,,,,,
303 ,TRUE,4,1,false,,,,,,,,,
304 ,TRUE,1,1,false,,,,,,,,,
305 ,TRUE,2,1,false,,,,,,,,,
306 ,TRUE,3,1,false,,,,,,,,,
307 ,TRUE,4,1,false,,,,,,,,,
308 ,TRUE,1,1,false,,,,,,,,,
309 ,TRUE,2,1,false,,,,,,,,,
310 ,TRUE,3,1,false,,,,,,,,,
311 ,TRUE,4,1,false,,,,,,,,,
312 ,TRUE,1,1,false,,,,,,,,,
313 ,TRUE,2,1,false,,,,,,,,,
314 ,TRUE,3,1,false,,,,,,,,,
315 ,TRUE,4,1,false,,,,,,,,,
316 ,TRUE,1,1,false,,,,,,,,,
317 ,TRUE,2,1,false,,,,,,,,,
318 ,TRUE,3,1,false,,,,,,,,,
319 ,TRUE,4,1,false,,,,,,,,,
320 ,TRUE,1,1,false,,,,,,,,,
321 ,TRUE,2,1,false,,,,,,,,,
322 ,TRUE,3,1,false,,,,,,,,,
323 ,TRUE,4,1,false,,,,,,,,,
324 ,TRUE,1,1,false,,,,,,,,,
325 ,TRUE,2,1,false,,,,,,,,,
326 ,TRUE,3,1,false,,,,,,,,,
327 ,TRUE,4,1,false,,,,,,,,,
328 ,TRUE,1,1,false,,,,,,,,,
329 ,TRUE,2,1,false,,,,,,,,,
330 ,TRUE,3,1,false,,,,,,,,,
331 ,TRUE,4,1,false,,,,,,,,,
332 ,TRUE,1,1,false,,,,,,,,,
333 ,TRUE,2,1,false,,,,,,,,,
334 ,TRUE,3,1,false,,,,,,,,,
335 ,TRUE,4,1,false,,,,,,,,,
336 ,TRUE,1,1,false,,,,,,,,,
337 ,TRUE,2,1,false,,,,,,,,,
338 ,TRUE,3,1,false,,,,,,,,,
339 ,TRUE,4,1,false,,,,,,,,,
340 ,TRUE,1,1,false,,,,,,,,,
341 ,TRUE,2,1,false,,,,,,,,,
342 ,TRUE,3,1,false,,,,,,,,,
343 ,TRUE,4,1,false,,,,,,,,,
344 ,TRUE,1,1,false,,,,,,,,,
345 ,TRUE,2,1,false,,,,,,,,,
346 ,TRUE,3,1,false,,,,,,,,,
347 ,TRUE,4,1,false,,,,,,,,,
348 ,TRUE,1,1,false,,,,,,,,,
349 ,TRUE,2,1,false,,,,,,,,,
350 ,TRUE,3,1,false,,,,,,,,,
351 ,TRUE,4,1,false,,,,,,,,,
352 ,TRUE,1,1,false,,,,,,,,,
353 ,TRUE,2,1,false,,,,,,,,,
354 ,TRUE,3,1,false,,,,,,,,,
355 ,TRUE,4,1,false,,,,,,,,,
356 ,TRUE,1,1,false,,,,,,,,,
357 ,TRUE,2,1,false,,,,,,,,,
358 ,TRUE,3,1,false,,,,,,,,,
359 ,TRUE,4,1,false,,,,,,,,,
360 ,TRUE,1,1,false,,,,,,,,,
361 ,TRUE,2,1,false,,,,,,,,,
362 ,TRUE,3,1,false,,,,,,,,,
363 ,TRUE,4,1,false,,,,,,,,,
364 ,TRUE,1,1,false,,,,,,,,,
365 ,TRUE,2,1,false,,,,,,,,,
366 ,TRUE,3,1,false,,,,,,,,,
367 ,TRUE,4,1,false,,,,,,,,,
368 ,TRUE,1,1,false,,,,,,,,,
369 ,TRUE,2,1,false,,,,,,,,,
370 ,TRUE,3,1,false,,,,,,,,,
371 ,TRUE,4,1,false,,,,,,,,,
372 ,TRUE,1,1,false,,,,,,,,,
373 ,TRUE,2,1,false,,,,,,,,,
374 ,TRUE,3,1,false,,,,,,,,,
375 ,TRUE,4,1,false,,,,,,,,,
376 ,TRUE,1,2,false,,,,,,,,,
377 ,TRUE,2,2,false,,,,,,,,,
378 ,TRUE,3,2,false,,,,,,,,,
379 ,TRUE,4,2,false,,,,,,,,,
380 ,TRUE,1,1,false,,,,,,,,,
381 ,TRUE,2,1,false,,,,,,,,,
382 ,TRUE,3,1,false,,,,,,,,,
383 ,TRUE,4,1,false,,,,,,,,,
384 ,TRUE,1,3,TRUE,1234,1,,,,,,,
385 ,TRUE,2,3,false,,,,,,,,,
386 ,TRUE,3,3,false,,,,,,,,,
387 ,TRUE,4,3,false,,,,,,,,,
388 ,TRUE,1,1,false,,,,,,,,,
389 ,TRUE,2,1,false,,,,,,,,,
390 ,TRUE,3,1,false,,,,,,,,,
391 ,TRUE,4,1,false,,,,,,,,,
392 ,TRUE,1,1,false,,,,,,,,,
393 ,TRUE,2,1,false,,,,,,,,,
394 ,TRUE,3,1,false,,,,,,,,,
395 ,TRUE,4,1,false,,,,,,,,,
396 ,TRUE,1,1,false,,,,,,,,,
397 ,TRUE,2,1,false,,,,,,,,,
398 ,TRUE,3,1,false,,,,,,,,,
399 ,TRUE,4,1,false,,,,,,,,,
400 ,TRUE,1,1,false,,,,,,,,,
401 ,TRUE,2,1,false,,,,,,,,,
402 ,TRUE,3,1,false,,,,,,,,,
403 ,TRUE,4,1,false,,,,,,,,,
404 ,TRUE,1,1,false,,,,,,,,,
405 ,TRUE,2,1,false,,,,,,,,,
406 ,TRUE,3,1,false,,,,,,,,,
407 ,TRUE,4,1,false,,,,,,,,,
408 ,TRUE,1,1,false,,,,,,,,,
409 ,TRUE,2,1,false,,,,,,,,,
410 ,TRUE,3,1,false,,,,,,,,,
411 ,TRUE,4,1,false,,,,,,,,,
412 ,TRUE,1,1,false,,,,,,,,,
413 ,TRUE,2,1,false,,,,,,,,,
414 ,TRUE,3,1,false,,,,,,,,,
415 ,TRUE,4,1,false,,,,,,,,,
416 ,TRUE,1,1,false,,,,,,,,,
417 ,TRUE,2,1,false,,,,,,,,,
418 ,TRUE,3,1,false,,,,,,,,,
419 ,TRUE,4,1,false,,,,,,,,,
420 ,TRUE,1,1,false,,,,,,,,,
421 ,TRUE,2,1,false,,,,,,,,,
422 ,TRUE,3,1,false,,,,,,,,,
423 ,TRUE,4,1,false,,,,,,,,,
424 ,TRUE,1,1,false,,,,,,,,,
425 ,TRUE,2,1,false,,,,,,,,,
426 ,TRUE,3,1,false,,,,,,,,,
427 ,TRUE,4,1,false,,,,,,,,,
428 ,TRUE,1,1,false,,,,,,,,,
429 ,TRUE,2,1,false,,,,,,,,,
430 ,TRUE,3,1,false,,,,,,,,,
431 ,TRUE,4,1,false,,,,,,,,,
432 ,TRUE,1,1,false,,,,,,,,,
433 ,TRUE,2,1,false,,,,,,,,,
434 ,TRUE,3,1,false,,,,,,,,,
435 ,TRUE,4,1,false,,,,,,,,,
436 ,TRUE,1,1,false,,,,,,,,,
437 ,TRUE,2,1,false,,,,,,,,,
438 ,TRUE,3,1,false,,,,,,,,,
439 ,TRUE,4,1,false,,,,,,,,,
440 ,TRUE,1,1,false,,,,,,,,,
441 ,TRUE,2,1,false,,,,,,,,,
442 ,TRUE,3,1,false,,,,,,,,,
443 ,TRUE,4,1,false,,,,,,,,,
444 ,TRUE,1,1,false,,,,,,,,,
445 ,TRUE,2,1,false,,,,,,,,,
446 ,TRUE,3,1,false,,,,,,,,,
447 ,TRUE,4,1,false,,,,,,,,,
448 ,TRUE,1,1,false,,,,,,,,,
449 ,TRUE,2,1,false,,,,,,,,,
450 ,TRUE,3,1,false,,,,,,,,,
451 ,TRUE,4,1,false,,,,,,,,,
452 ,TRUE,1,1,false,,,,,,,,,
453 ,TRUE,2,1,false,,,,,,,,,
454 ,TRUE,3,1,false,,,,,,,,,
455 ,TRUE,4,1,false,,,,,,,,,
456 ,TRUE,1,1,false,,,,,,,,,
457 ,TRUE,2,1,false,,,,,,,,,
458 ,TRUE,3,1,false,,,,,,,,,
459 ,TRUE,4,1,false,,,,,,,,,
460 ,false,,,false,,,,,,,,,
